episode,seed_0,seed_1,seed_2,seed_3,seed_4,mean,std
186,-3067.10801156579,-2911.713226385182,-2930.2535590725174,-3162.3008323023037,-3122.548309611706,-3038.7847877875,100.99599513820255
187,-3118.0541335299386,-3476.422368805872,-2971.7521744525407,-3375.9052359577126,-3067.0492143144784,-3201.8366254121083,191.74108498813501
188,-3223.6300280213386,-2972.015830016303,-2907.5523137673417,-3115.311233090787,-3177.703028554609,-3079.2424866900756,120.67996208363417
189,-3021.51189670808,-3673.7307063734565,-2924.2467630375154,-3375.2802628033764,-3078.768711341271,-3214.70766805274,274.46575424036365
190,-3527.6758136804838,-3220.2619163908194,-2925.3046594752777,-3330.2718181018317,-3178.542399205943,-3236.411321370871,196.99835930104513
191,-3473.156700056955,-3632.6279781760204,-3023.3447604168014,-3445.6923820284906,-2669.25731258296,-3248.815826652245,353.02301515160707
192,-3473.826762783724,-2514.4771166783175,-3581.121189258277,-3543.969934900243,-3274.1203862152474,-3277.5030779671615,395.96757260462255
193,-3636.9892352500483,-3228.648262076958,-3381.7874326844208,-3627.769524328401,-3426.691175580381,-3460.377125984042,155.06218215803534
194,-3530.6995639978336,-3268.431144030372,-2570.7326592739782,-3171.641249394875,-2974.2525230813603,-3103.151427955684,320.901954416598
195,-3122.8783442227377,-3120.1893410413777,-3373.6547799893883,-3277.140570807057,-2968.8057427967738,-3172.533755771467,140.07351859254615
196,-3730.2987235540095,-3269.015706133431,-3287.4839125619687,-3021.195676352897,-3017.587332045969,-3265.116270129655,259.8761486786629
197,-3125.466598199485,-3279.1988090813284,-2865.551054644252,-3274.2838668644536,-3230.5000639298914,-3155.0000785438824,154.92395458043876
198,-3017.0454900519185,-3021.9855047849355,-2924.2309523931485,-2914.66728301684,-2863.7493983021363,-2948.3357257097955,61.66809967576183
199,-3577.6374343465923,-3121.0253483029387,-3025.676127734994,-2914.2511885273902,-3372.8231196672677,-3202.282643715837,241.134817689144
200,-3218.9498996701354,-3117.2468653366277,-3189.2901573412505,-3471.629426370919,-3064.030271695589,-3212.2293240829044,140.60185715135063
201,-3123.8516365903956,-3171.943230984511,-2970.4526025359,-3519.7592370734596,-3469.7005260560145,-3251.1414466480564,210.32587517588186
202,-3123.4203356682083,-3173.6551593664863,-3067.0125106112096,-3529.1096014117215,-3068.391450474649,-3192.3178115064547,172.96417426762457
203,-3236.320338536985,-3221.7457669899154,-3024.5782085658734,-2962.74276800887,-3472.577154325623,-3183.5928472854534,179.8933996425295
