episode,seed_0,seed_1,seed_2,seed_3,seed_4,mean,std
196,-1219.3425888063448,-832.122646298014,-1144.8640463015556,-1192.9028570215494,-821.4832478482417,-1042.1430772551412,177.4706270368902
197,-1414.1659994411957,-1262.8328818945777,-883.8753420298914,-1129.4983199698897,-975.0784912421151,-1133.0902069155338,191.2722748735443
198,-890.1261969146458,-1046.801687090255,-780.6978131317699,-1043.056791944083,-818.148158936259,-915.7661296034026,111.17855414148514
199,-1104.9618829755022,-880.6062258165297,-1203.6030608769547,-1133.2727599725724,-777.6622436235618,-1020.0212346530243,162.4300057662127
200,-837.8433887022029,-672.2683381203886,-1049.356198771976,-775.201613093386,-766.41244271433,-820.2163962804567,126.19475740754731
201,-1046.9934659910964,-1001.8863270641187,-937.6584234277424,-1074.6614356725695,-571.8229982697045,-926.6045300850462,183.3432933119803
202,-1098.3091917795211,-1197.678774709215,-923.7057241204757,-1091.161520183901,-1248.2010051579714,-1111.8112431902168,111.32636964872096
203,-1439.0245475441495,-1054.8540921883364,-1201.2731068655653,-718.5049823805253,-978.9237161081322,-1078.5160890173415,238.79789020753606
204,-772.7569562926474,-616.6462825037903,-933.669586836014,-1239.605078954357,-1129.3808972867757,-938.4117603747169,227.23716750778203
205,-776.6420065768792,-955.7593264679026,-1354.9884535404267,-1035.053934124766,-780.4938790910248,-980.5875199601999,212.3159561009257
206,-1157.3745512002608,-777.3505111417101,-1297.087992963037,-771.1712289559102,-1341.4787810096664,-1068.8926130541167,248.12908877736268
207,-1192.3732087076896,-994.2816327707857,-978.3645849143115,-789.0973643391516,-921.4214495733462,-975.1076480610569,130.4335897909555
